height_yrs,calendar_year,n_lineages
21.258014733899113,2003.241985266101,399
21.19434455972261,2003.3056554402774,400
21.142434763274334,2003.3575652367256,401
21.102180361424942,2003.3978196385751,402
21.100543897264536,2003.3994561027355,403
21.016893689677417,2003.4831063103227,404
20.98124375119404,2003.5187562488059,405
20.969182172169766,2003.5308178278303,406
20.89779750041738,2003.6022024995825,407
20.83543048367814,2003.6645695163218,408
20.798727684179337,2003.7012723158207,409
20.73019271243665,2003.7698072875633,410
20.684541128537216,2003.8154588714629,411
20.494609300300887,2004.005390699699,412
20.37260224332681,2004.1273977566732,413
20.35314870032438,2004.1468512996755,414
20.325826819087833,2004.1741731809122,415
20.274721773941053,2004.225278226059,416
20.231185917662135,2004.268814082338,417
20.13819910056524,2004.3618008994347,418
20.130961722289502,2004.3690382777104,419
19.931614544511934,2004.5683854554882,420
19.93035895998533,2004.5696410400146,421
19.866796625879843,2004.63320337412,422
19.837793833118813,2004.662206166881,423
19.806222437836205,2004.6937775621639,424
19.767370571014105,2004.732629428986,425
19.687774447708488,2004.8122255522915,426
19.68423045251362,2004.8157695474863,427
19.58406261438447,2004.9159373856155,428
19.548124700410774,2004.9518752995891,429
19.531916356217913,2004.9680836437822,430
19.522781822248113,2004.9772181777519,431
19.492696339765402,2005.0073036602346,432
19.359747186195246,2005.1402528138049,433
19.354542940775836,2005.145457059224,434
19.297925883676246,2005.2020741163237,435
19.256725904728683,2005.2432740952713,436
19.24751882531829,2005.2524811746816,437
19.15813513534503,2005.341864864655,438
18.9966344171955,2005.5033655828045,439
18.95987410809258,2005.5401258919073,440
18.896176956462803,2005.6038230435372,441
18.89165106192925,2005.6083489380708,442
18.800104736881007,2005.699895263119,443
18.620042094556414,2005.8799579054437,444
18.600712853505332,2005.8992871464948,445
18.592349903580434,2005.9076500964195,446
18.572632826770434,2005.9273671732296,447
18.56325829400189,2005.9367417059982,448
18.50514672786685,2005.9948532721332,449
18.49792392258539,2006.0020760774146,450
18.30437518104263,2006.1956248189574,451
18.2785851613313,2006.2214148386688,452
18.225368696519396,2006.2746313034806,453
18.219848843556157,2006.280151156444,454
18.117251052693753,2006.3827489473063,455
18.05171861016682,2006.4482813898333,456
17.985451565619226,2006.5145484343807,457
17.852470344415565,2006.6475296555845,458
17.76568487410668,2006.7343151258933,459
17.761102512255718,2006.7388974877442,460
17.615180153388696,2006.8848198466112,461
17.581619366733115,2006.918380633267,462
17.56818987884741,2006.9318101211527,463
17.484624549138626,2007.0153754508615,464
17.407192640411445,2007.0928073595885,465
17.320044007808594,2007.1799559921915,466
17.054757663265256,2007.4452423367347,467
16.918252703594735,2007.5817472964052,468
16.856200631990674,2007.6437993680092,469
16.823951823184665,2007.6760481768154,470
16.646526179407978,2007.853473820592,471
16.4525425312532,2008.0474574687469,472
16.43971644235657,2008.0602835576435,473
16.389704787806274,2008.1102952121937,474
16.38438719259168,2008.1156128074083,475
16.092280259821727,2008.4077197401782,476
15.933490596795753,2008.5665094032042,477
15.833910529211327,2008.6660894707886,478
15.807137998600655,2008.6928620013994,479
15.785751822913445,2008.7142481770866,480
15.561404356432151,2008.9385956435679,481
15.500591661813447,2008.9994083381866,482
15.408576681684623,2009.0914233183153,483
15.342834962100607,2009.1571650378994,484
15.323818227227413,2009.1761817727727,485
15.309312599528978,2009.190687400471,486
15.299125455435124,2009.2008745445648,487
15.288762553925558,2009.2112374460744,488
15.13283542893102,2009.367164571069,489
15.048719005947564,2009.4512809940525,490
15.045329261138356,2009.4546707388618,491
15.038676590937161,2009.4613234090627,492
14.931424195424754,2009.5685758045752,493
14.589209188036264,2009.9107908119638,494
14.492574783016781,2010.0074252169832,495
14.404902541162091,2010.095097458838,496
14.316299377321656,2010.1837006226783,497
14.277307555098675,2010.2226924449012,498
14.187005458234358,2010.3129945417656,499
13.956513905399708,2010.5434860946002,500
13.40615075068225,2011.0938492493178,501
13.39542433856874,2011.1045756614312,502
12.9372600359681,2011.5627399640318,503
12.888367394915269,2011.6116326050847,504
12.791399940709566,2011.7086000592903,505
12.742332973178131,2011.7576670268218,506
12.436179531239457,2012.0638204687605,507
12.435509765411316,2012.0644902345887,508
12.389224714887918,2012.1107752851121,509
12.192435162352691,2012.3075648376473,510
12.073865281099115,2012.4261347189008,511
11.97311068075374,2012.5268893192463,512
11.52292223122144,2012.9770777687786,513
11.262519322529354,2013.2374806774706,514
11.01808898971648,2013.4819110102835,515
10.876567294437553,2013.6234327055624,516
10.850587115969088,2013.6494128840309,517
10.581541929806708,2013.9184580701933,518
10.413208821966936,2014.086791178033,519
10.21868477411668,2014.2813152258834,520
9.972802208461186,2014.5271977915388,521
9.82380006067855,2014.6761999393214,522
8.80180421879655,2015.6981957812034,523
8.702464968922714,2015.7975350310774,524
8.17103128401345,2016.3289687159865,525
8.059656394119465,2016.4403436058806,526
6.312362998255952,2018.187637001744,527
2.0865005437728925,2022.413499456227,528
