node_id,n_tips,height_yrs,hpd_lo_yrs,hpd_hi_yrs,calendar_mean,calendar_hpd_lo,calendar_hpd_hi,posterior
82,8,28.43963099603244,21.06786669172635,36.924427419366,1996.0603690039675,1987.575572580634,2003.4321333082737,0.029966333707403252
174,8,24.08936694444425,23.97263987357252,24.206094015315983,2000.4106330555558,2000.293905984684,2000.5273601264275,2.222197531138543e-05
404,8,36.00638402898002,24.1946622875584,48.85405074391821,1988.49361597102,1975.6459492560818,2000.3053377124415,0.9285452383862401
137,8,29.699311529091577,22.812122552304402,37.98526337483605,1994.8006884709084,1986.514736625164,2001.6878774476957,0.011222097532249642
490,8,43.74863925988278,28.682598780520834,61.10821073388672,1980.7513607401172,1963.3917892661134,1995.817401219479,0.6758258241575094
60,8,42.80562157337332,26.48446959207965,61.01273496368515,1981.6943784266266,1963.487265036315,1998.0155304079203,0.0498772235864046
304,8,19.359747186195246,16.0056322916991,23.053506898680666,2005.1402528138049,2001.4464931013194,2008.4943677083008,0.0169331451872757
520,8,74.12038451983406,49.96292719171146,102.74610576747796,1950.379615480166,1921.753894232522,1974.5370728082885,1.0
260,8,28.797636082300343,21.813085952232882,37.06675103578715,1995.7023639176996,1987.433248964213,2002.686914047767,0.04993277852468306
219,8,47.79822145940588,33.584719345633744,64.74867002669816,1976.7017785405942,1959.7513299733018,1990.9152806543661,0.07161031544093954
165,8,23.40012052408927,14.89817053689842,32.547308488128635,2001.0998794759107,1991.9526915118713,2009.6018294631017,0.03344407284363507
187,8,35.9204614721989,22.480076081548447,51.03101767169824,1988.579538527801,1973.4689823283018,2002.0199239184515,0.9722447528360796
462,8,30.243247455285218,21.28800798376099,40.58398144262583,1994.2567525447148,1983.9160185573742,2003.211992016239,0.9992666748147243
477,7,173.8518881988462,120.23201785579879,234.39690902027456,1850.6481118011538,1790.1030909797255,1904.2679821442011,1.0
512,7,32.883932791942044,23.49190832365025,43.58264693998814,1991.616067208058,1980.917353060012,2001.0080916763497,0.9904334396284485
305,7,18.600712853505332,13.864712846901966,23.94354343548366,2005.8992871464948,2000.5564565645163,2010.635287153098,0.05359940445106166
